"@odata.etag","nycsr_admininterventiontype@OData.Community.Display.V1.FormattedValue","nycsr_admininterventiontype","nycsr_caseid","nycsr_interventionenddate@OData.Community.Display.V1.FormattedValue","nycsr_interventionenddate","nycsr_casenumber","nycsr_interventionstartdate@OData.Community.Display.V1.FormattedValue","nycsr_interventionstartdate","nycsr_building.nycsr_address","nycsr_building.nycsr_latitude@OData.Community.Display.V1.FormattedValue","nycsr_building.nycsr_latitude","nycsr_building.nycsr_buildingid","nycsr_building.nycsr_borough@OData.Community.Display.V1.FormattedValue","nycsr_building.nycsr_borough","nycsr_building.nycsr_longitude@OData.Community.Display.V1.FormattedValue","nycsr_building.nycsr_longitude","nycsr_building.nycsr_geographicaldistrictcode","nycsr_building.nycsr_buildingname","nycsr_locationsite.nycsr_sitename"
"W/""302857412""","Classroom Closed",882450000,"cebeb5de-c8fe-eb11-94ef-001dd830978c","8/21/2021","2021-08-21T04:00:00Z","048247","8/17/2021","2021-08-17T04:00:00Z","213 OSBORN STREET","40,666,942.000000",40666942,"fd201dab-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,907,634.000000",-73907634,"23","P.S. 284 - BROOKLYN","Summer - ES MS SUMMER RISING - Elementary, Middle School - The Gregory Jocko Jackson School of Sports, Art, and Technology - K284 - K284 - 23K284 - 213 OSBORN STREET"
"W/""303125977""","Classroom Closed",882450000,"975965de-cefe-eb11-94ef-001dd830978c","8/23/2021","2021-08-23T04:00:00Z","048250","8/18/2021","2021-08-18T04:00:00Z","1457 West 5 Street","40,611,371.000000",40611371,"f04356d0-48fb-ea11-b883-24ee9a37d459",,,"-73,979,017.000000",-73979017,"21","KINGS POINTE TALENT INC.","Kings Pointe Talent, Inc. - KCQX - KCQX -  - 1457 West 5 Street"
"W/""303125985""","Classroom Closed",882450000,"802a7f85-4fff-eb11-94ef-001dd830978c","8/26/2021","2021-08-26T04:00:00Z","048252","8/18/2021","2021-08-18T04:00:00Z","60 EAST  94 STREET","40,663,388.000000",40663388,"308dbfcf-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,927,979.000000",-73927979,"17","P.S. 398 (UDC) - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 398 Walter Weaver - K398 - K398 - 17K398 - 60 EAST  94 STREET"
"W/""303125993""","Classroom Closed",882450000,"b33e5b74-52ff-eb11-94ef-001dd830978c","8/21/2021","2021-08-21T04:00:00Z","048254","8/18/2021","2021-08-18T04:00:00Z","153 DECATUR STREET","40,681,219.000000",40681219,"39a8853d-49fb-ea11-b883-24ee9a37d459",,,"-73,937,384.000000",-73937384,"16","153 DECATUR STREET","MAISIE NELSON - FL1 - KDAB - KDAB -  - 153 DECATUR STREET"
"W/""303465271""","Classroom Closed",882450000,"8d91985c-1c00-ec11-94ef-001dd830978c","8/28/2021","2021-08-28T04:00:00Z","048294","8/19/2021","2021-08-19T04:00:00Z","229-02 137 AVENUE","40,672,259.000000",40672259,"e69b4c1f-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,743,327.000000",-73743327,"29","P.S. 156 - QUEENS","Summer - ASD - Elementary - P.S. 156 Laurelton - Q156 - Q156 - 29Q156 - 229-02 137 AVENUE"
"W/""303525738""","Classroom Closed",882450000,"b59d9f34-1e00-ec11-94ef-001dd830978c","8/23/2021","2021-08-23T04:00:00Z","048295","8/19/2021","2021-08-19T04:00:00Z","280 REGIS DRIVE","40,620,310.000000",40620310,"8a11b2e2-32f4-ea11-b882-24ee9a37d45c","Staten Island",882450004,"-74,164,427.000000",-74164427,"31","ELIZABETH A. CONNELLY CAMPUS - S.I.","Summer - ES MS SUMMER RISING - Elementary, Middle School - Staten Island School of Civic Leadership - R861 - R861 - 31R861 - 280 REGIS DRIVE"
"W/""303436460""","Classroom Closed",882450000,"c74adf8a-2200-ec11-94ef-001dd830978c","8/26/2021","2021-08-26T04:00:00Z","048297","8/19/2021","2021-08-19T04:00:00Z","7601 19 AVENUE","40,610,917.000000",40610917,"d2b36d80-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,994,258.000000",-73994258,"20","P.S. 186 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 186 Dr. Irving A Gladstone - K186 - K186 - 20K186 - 7601 19 AVENUE"
"W/""303436472""","Classroom Closed",882450000,"fd433a55-3700-ec11-94ef-001dd830978c","8/28/2021","2021-08-28T04:00:00Z","048302","8/19/2021","2021-08-19T04:00:00Z","100 CLERMONT AVENUE","40,694,530.000000",40694530,"1a1bad3c-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,971,644.000000",-73971644,"13","P.S. 46 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 046 Edward C. Blum - K046 - K046 - 13K046 - 100 CLERMONT AVENUE"
"W/""303722597""","Classroom Closed",882450000,"f7d2cc47-4600-ec11-94ef-001dd830978c","8/26/2021","2021-08-26T04:00:00Z","048310","8/20/2021","2021-08-20T04:00:00Z","240 WEST 113 STREET","40,801,573.000000",40801573,"086e3d68-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,955,583.000000",-73955583,"3","P.S. 241 - MANHATTAN","Success Academy Charter School - Harlem 4 - M386 - M113 - 84M386 - 240 WEST 113 STREET"
"W/""303722602""","Classroom Closed",882450000,"dcb3038d-4700-ec11-94ef-001dd830978c","8/23/2021","2021-08-23T04:00:00Z","048311","8/20/2021","2021-08-20T04:00:00Z","240 WEST 113 STREET","40,801,573.000000",40801573,"086e3d68-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,955,583.000000",-73955583,"3","P.S. 241 - MANHATTAN","Success Academy Charter School - Harlem 4 - M386 - M113 - 84M386 - 240 WEST 113 STREET"
"W/""303436504""","Classroom Closed",882450000,"ecb6268a-4800-ec11-94ef-001dd830978c","8/27/2021","2021-08-27T04:00:00Z","048312","8/19/2021","2021-08-19T04:00:00Z","1420 EAST  68 STREET","40,620,537.000000",40620537,"8b03194f-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,912,914.000000",-73912914,"22","I.S. 78 - BROOKLYN","Success Academy Charter School - Bergen Beach - New York 4 - K781 - K078 - 84K781 - 1420 EAST  68 STREET"
"W/""303436508""","Classroom Closed",882450000,"4fd1ef12-4a00-ec11-94ef-001dd830978c","8/27/2021","2021-08-27T04:00:00Z","048313","8/19/2021","2021-08-19T04:00:00Z","1420 EAST  68 STREET","40,620,537.000000",40620537,"8b03194f-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,912,914.000000",-73912914,"22","I.S. 78 - BROOKLYN","Success Academy Charter School - Bergen Beach - New York 4 - K781 - K078 - 84K781 - 1420 EAST  68 STREET"
"W/""303722626""","Classroom Closed",882450000,"6bbda03b-ed00-ec11-94ef-001dd830978c","8/27/2021","2021-08-27T04:00:00Z","048322","8/20/2021","2021-08-20T04:00:00Z","1779 Richmond Avenue","40,605,025.000000",40605025,"4d5d0a12-4afb-ea11-b883-24ee9a37d459",,,"-74,162,245.000000",-74162245,"31","Ivy League Early Learning Academy - Richmond","Ivy League Early Learning Academy - Richmond - RAIT - RAIT -  - 1779 Richmond Avenue"
"W/""303722662""","Classroom Closed",882450000,"430a6f26-fc00-ec11-94ef-001dd830978c","8/28/2021","2021-08-28T04:00:00Z","048333","8/20/2021","2021-08-20T04:00:00Z","176 EAST 115 STREET","40,797,205.000000",40797205,"bcfab455-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,941,598.000000",-73941598,"4","P.S. 57 - MANHATTAN","Summer - ES MS SUMMER RISING - Elementary, Middle School - James Weldon Johnson - M057 - M057 - 04M057 - 176 EAST 115 STREET"
"W/""303722694""","Classroom Closed",882450000,"4616c0bc-0001-ec11-94ef-001dd830978c","8/28/2021","2021-08-28T04:00:00Z","048341","8/20/2021","2021-08-20T04:00:00Z","221 Broadway","40,636,521.000000",40636521,"5efdc1bd-32f4-ea11-b882-24ee9a37d45c","Staten Island",882450004,"-74,116,817.000000",-74116817,"31","P.S. 18 - STATEN ISLAND","Summer - ES SUMMER RISING - Elementary - P.S. 018 John G. Whittier - R018 - R018 - 31R018 - 221 Broadway"
"W/""303765553""","Classroom Closed",882450000,"01b40cd5-0001-ec11-94ef-001dd830978c","8/29/2021","2021-08-29T04:00:00Z","048342","8/20/2021","2021-08-20T04:00:00Z","221 Broadway","40,636,521.000000",40636521,"5efdc1bd-32f4-ea11-b882-24ee9a37d45c","Staten Island",882450004,"-74,116,817.000000",-74116817,"31","P.S. 18 - STATEN ISLAND","Summer - ES SUMMER RISING - Elementary - P.S. 018 John G. Whittier - R018 - R018 - 31R018 - 221 Broadway"
"W/""303722718""","Classroom Closed",882450000,"e72e99b9-0301-ec11-94ef-001dd830978c","8/28/2021","2021-08-28T04:00:00Z","048347","8/20/2021","2021-08-20T04:00:00Z","176 EAST 115 STREET","40,797,205.000000",40797205,"bcfab455-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,941,598.000000",-73941598,"4","P.S. 57 - MANHATTAN","Summer - ES MS SUMMER RISING - Elementary, Middle School - James Weldon Johnson - M057 - M057 - 04M057 - 176 EAST 115 STREET"
"W/""303792596""","Classroom Closed",882450000,"2ba393d3-2301-ec11-94ef-001dd830978c","8/27/2021","2021-08-27T04:00:00Z","048358","8/21/2021","2021-08-21T04:00:00Z","97-07 63 ROAD","40,732,269.000000",40732269,"de64f506-49fb-ea11-b883-24ee9a37d459",,,"-73,859,883.000000",-73859883,"28","97-07 63 ROAD","NELIA USTAEVA - APT3E - QBUH - QBUH -  - 97-07 63 ROAD"
"W/""303825910""","Classroom Closed",882450000,"9c877c50-ab01-ec11-94ef-001dd830978c","8/29/2021","2021-08-29T04:00:00Z","048360","8/21/2021","2021-08-21T04:00:00Z","1695 SEWARD AVENUE","40,819,221.000000",40819221,"340d6d19-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,868,735.000000",-73868735,"8","P.S. 107 - BRONX","Summer - ES SUMMER RISING - Elementary - P.S. 107 - X107 - X107 - 08X107 - 1695 SEWARD AVENUE"
"W/""303861206""","Classroom Closed",882450000,"c547ba57-d101-ec11-94ef-001dd830978c","8/30/2021","2021-08-30T04:00:00Z","048383","8/21/2021","2021-08-21T04:00:00Z","2750 THROOP AVENUE","40,866,474.000000",40866474,"1c78931f-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,850,510.000000",-73850510,"11","P.S. 121 - BRONX","Summer - ES SUMMER RISING - Elementary - P.S. 121 Throop - X121 - X121 - 11X121 - 2750 THROOP AVENUE"
"W/""302066194""","Classroom Closed",882450000,"b1045889-dbfd-eb11-94ef-001dd8309a9e","8/21/2021","2021-08-21T04:00:00Z","048194","8/16/2021","2021-08-16T04:00:00Z","16-10 UTOPIA PARKWAY","40,783,777.000000",40783777,"b569c231-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,795,845.000000",-73795845,"25","P.S. 209 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 209 Clearview Gardens - Q209 - Q209 - 25Q209 - 16-10 UTOPIA PARKWAY"
"W/""302346382""","Classroom Closed",882450000,"3a2107f2-dbfd-eb11-94ef-001dd8309a9e","8/23/2021","2021-08-23T04:00:00Z","048195","8/16/2021","2021-08-16T04:00:00Z","610 BALTIC STREET","40,679,916.000000",40679916,"99e657bd-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,980,455.000000",-73980455,"13","P.S. 133 WILLIAM A. BUTLER - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 133 William A. Butler - K133 - K317 - 13K133 - 610 BALTIC STREET"
"W/""302881039""","Classroom Closed",882450000,"4fb64744-e1fd-eb11-94ef-001dd8309a9e","8/23/2021","2021-08-23T04:00:00Z","048201","8/16/2021","2021-08-16T04:00:00Z","565 Morris Avenue","40,818,097.000000",40818097,"2bbc749d-4afb-ea11-b883-24ee9a37d459",,,"-73,923,722.000000",-73923722,"7","HARRIET TUBMAN SHELTERING ARM","HARRIET TUBMAN SHELTERING ARM - XBBK - XBBK -  - 565 Morris Avenue"
"W/""302382280""","Classroom Closed",882450000,"5aafc862-e1fd-eb11-94ef-001dd8309a9e","8/23/2021","2021-08-23T04:00:00Z","048202","8/16/2021","2021-08-16T04:00:00Z","825 HICKSVILLE ROAD","40,599,664.000000",40599664,"93977d2b-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,744,128.000000",-73744128,"27","P.S. 197 - QUEENS","P.S. 197 The Ocean School - Q197 - Q197 - 27Q197 - 825 HICKSVILLE ROAD"
"W/""302383094""","Classroom Closed",882450000,"47f86bbf-edfd-eb11-94ef-001dd8309a9e","8/23/2021","2021-08-23T04:00:00Z","048207","8/16/2021","2021-08-16T04:00:00Z","300 WEST 61ST STREET","40,772,200.000000",40772200,"eae0838c-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,990,902.000000",-73990902,"3","P.S./I.S. 342 (RIVERSIDE CENTER) - MANHATATN","Summer - ES MS SUMMER RISING - Elementary, Middle School - The Riverside School for Makers and Artists - M191 - M342 - 03M191 - 300 WEST 61ST STREET"
"W/""302827874""","Classroom Closed",882450000,"016c70c3-8ffe-eb11-94ef-001dd8309a9e","8/23/2021","2021-08-23T04:00:00Z","048217","8/17/2021","2021-08-17T04:00:00Z","70-10 164 STREET","40,731,070.000000",40731070,"9469c231-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,805,759.000000",-73805759,"25","P.S. 200 - QUEENS","Summer - ES MS SUMMER RISING - Elementary, Middle School - P.S./M.S. 200 - The Magnet School of Global Studies and Leadership - Q200 - Q200 - 25Q200 - 70-10 164 STREET"
"W/""303274936""","Classroom Closed",882450000,"88c2676c-92fe-eb11-94ef-001dd8309a9e","8/23/2021","2021-08-23T04:00:00Z","048221","8/17/2021","2021-08-17T04:00:00Z","321 ROEBLING STREET","40,708,048.000000",40708048,"30217b48-4afb-ea11-b883-24ee9a37d459",,,"-73,960,277.000000",-73960277,"14","JONATHAN WILLIAMS DAY CARE CENTER","Two by Two - KBWH - KBIL -  - 321 ROEBLING STREET"
"W/""302827934""","Classroom Closed",882450000,"1dadd7de-a7fe-eb11-94ef-001dd8309a9e","8/23/2021","2021-08-23T04:00:00Z","048233","8/17/2021","2021-08-17T04:00:00Z","240 WEST 113 STREET","40,801,573.000000",40801573,"086e3d68-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,955,583.000000",-73955583,"3","P.S. 241 - MANHATTAN","Success Academy Charter School - Harlem 4 - M386 - M113 - 84M386 - 240 WEST 113 STREET"
"W/""302827942""","Classroom Closed",882450000,"cd6ce624-aafe-eb11-94ef-001dd8309a9e","8/21/2021","2021-08-21T04:00:00Z","048235","8/17/2021","2021-08-17T04:00:00Z","15 Snyder Avenue","40,648,790.000000",40648790,"1c04d718-31f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,957,501.000000",-73957501,"17","EXPLORE CHARTER - K","Success Academy Charter School - Flatbush - K886 - K884 - 84K886 - 15 Snyder Avenue"
"W/""303179171""","Classroom Closed",882450000,"d4273e6f-abfe-eb11-94ef-001dd8309a9e","8/21/2021","2021-08-21T04:00:00Z","048237","8/17/2021","2021-08-17T04:00:00Z","1420 EAST  68 STREET","40,620,537.000000",40620537,"8b03194f-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,912,914.000000",-73912914,"22","I.S. 78 - BROOKLYN","Success Academy Charter School - Bergen Beach - New York 4 - K781 - K078 - 84K781 - 1420 EAST  68 STREET"
"W/""302827950""","Classroom Closed",882450000,"584b9165-affe-eb11-94ef-001dd8309a9e","8/23/2021","2021-08-23T04:00:00Z","048239","8/17/2021","2021-08-17T04:00:00Z","126-10 BEDELL STREET","40,679,843.000000",40679843,"c48442ee-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,774,668.000000",-73774668,"28","P.S. 30 - QUEENS","Summer - ES SUMMER RISING - Elementary - The Jermaine L. Green STEM Institute of Queens - Q354 - Q030 - 28Q354 - 126-10 BEDELL STREET"
"W/""303173017""","Classroom Closed",882450000,"29d7faf8-cdfe-eb11-94ef-001dd8309a9e","8/21/2021","2021-08-21T04:00:00Z","048248","8/18/2021","2021-08-18T04:00:00Z","201-02 LINDEN BOULEVARD","40,694,629.000000",40694629,"8aedfc72-4afb-ea11-b883-24ee9a37d459",,,"-73,751,568.000000",-73751568,"29","Sunshine Learning Center, Inc.","Sunshine Learning Center, Inc. - QBIX - QBIX -  - 201-02 LINDEN BOULEVARD"
"W/""303173454""","Classroom Closed",882450000,"ccaf19a2-cefe-eb11-94ef-001dd8309a9e","8/21/2021","2021-08-21T04:00:00Z","048249","8/18/2021","2021-08-18T04:00:00Z","201-02 LINDEN BOULEVARD","40,694,629.000000",40694629,"8aedfc72-4afb-ea11-b883-24ee9a37d459",,,"-73,751,568.000000",-73751568,"29","Sunshine Learning Center, Inc.","Sunshine Learning Center, Inc. - QBIX - QBIX -  - 201-02 LINDEN BOULEVARD"
"W/""303169388""","Classroom Closed",882450000,"5c4ebbc0-69ff-eb11-94ef-001dd8309a9e","8/26/2021","2021-08-26T04:00:00Z","048266","8/18/2021","2021-08-18T04:00:00Z","750 CLASSON AVENUE","40,674,685.000000",40674685,"94e657bd-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,961,418.000000",-73961418,"17","P.S. 316 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 316 Elijah Stroud - K316 - K316 - 17K316 - 750 CLASSON AVENUE"
"W/""303436436""","Classroom Closed",882450000,"aba588ba-1800-ec11-94ef-001dd8309a9e","8/27/2021","2021-08-27T04:00:00Z","048291","8/19/2021","2021-08-19T04:00:00Z","93-11 34 AVENUE","40,755,759.000000",40755759,"f3883319-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,874,505.000000",-73874505,"30","P.S. 149 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 149 Christa McAuliffe - Q149 - Q149 - 30Q149 - 93-11 34 AVENUE"
"W/""303926091""","Classroom Closed",882450000,"fdc3890b-e700-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048319","8/20/2021","2021-08-20T04:00:00Z","655 PARKSIDE AVENUE","40,656,423.000000",40656423,"dfc1392a-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,951,575.000000",-73951575,"17","I.S. 2 - BROOKLYN","Explore Charter School - K704 - K002 - 84K704 - 655 PARKSIDE AVENUE"
"W/""303764879""","Classroom Closed",882450000,"e67da265-eb00-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048320","8/20/2021","2021-08-20T04:00:00Z","85 WATKINS STREET","40,671,015.000000",40671015,"3dde5eb7-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,907,718.000000",-73907718,"23","P.S. 298 - BROOKLYN","Summer - MS SUMMER RISING - Middle School - Brownsville Collaborative Middle School - K363 - K298 - 23K363 - 85 WATKINS STREET"
"W/""303722634""","Classroom Closed",882450000,"08844783-f300-ec11-94ef-001dd8309a9e","8/23/2021","2021-08-23T04:00:00Z","048325","8/20/2021","2021-08-20T04:00:00Z","528 WEST 153 STREET","40,830,699.000000",40830699,"eaa0b0f4-48fb-ea11-b883-24ee9a37d459",,,"-73,945,526.000000",-73945526,"6","528 WEST 153 STREET","MARGARITA ROJAS - APT1B - MBLH - MBHB -  - 528 WEST 153 STREET"
"W/""303763316""","Classroom Closed",882450000,"d552590d-f400-ec11-94ef-001dd8309a9e","8/23/2021","2021-08-23T04:00:00Z","048326","8/20/2021","2021-08-20T04:00:00Z","528 WEST 153 STREET","40,830,699.000000",40830699,"eaa0b0f4-48fb-ea11-b883-24ee9a37d459",,,"-73,945,526.000000",-73945526,"6","528 WEST 153 STREET","MARGARITA ROJAS - APT1B - MBLH - MBHB -  - 528 WEST 153 STREET"
"W/""303722654""","Classroom Closed",882450000,"92fd5d78-fa00-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048331","8/20/2021","2021-08-20T04:00:00Z","10-45 NAMEOKE STREET","40,604,019.000000",40604019,"648946f4-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,749,891.000000",-73749891,"27","I.S. 53 - QUEENS","Success Academy Charter School - Far Rockaway - Q375 - Q053 - 84Q375 - 10-45 NAMEOKE STREET"
"W/""303722658""","Classroom Closed",882450000,"8262ffbd-fb00-ec11-94ef-001dd8309a9e","8/23/2021","2021-08-23T04:00:00Z","048332","8/20/2021","2021-08-20T04:00:00Z","240 WEST 113 STREET","40,801,573.000000",40801573,"086e3d68-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,955,583.000000",-73955583,"3","P.S. 241 - MANHATTAN","Success Academy Charter School - Harlem 4 - M386 - M113 - 84M386 - 240 WEST 113 STREET"
"W/""303722666""","Classroom Closed",882450000,"13b71af1-fc00-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048334","8/20/2021","2021-08-20T04:00:00Z","1420 EAST  68 STREET","40,620,537.000000",40620537,"8b03194f-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,912,914.000000",-73912914,"22","I.S. 78 - BROOKLYN","Success Academy Charter School - Bergen Beach - New York 4 - K781 - K078 - 84K781 - 1420 EAST  68 STREET"
"W/""303722674""","Classroom Closed",882450000,"f7e30636-fe00-ec11-94ef-001dd8309a9e","8/29/2021","2021-08-29T04:00:00Z","048336","8/20/2021","2021-08-20T04:00:00Z","2351 FIRST AVENUE","40,799,265.000000",40799265,"c6c88e4f-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,933,740.000000",-73933740,"4","I.S. 45 - MANHATTAN","River East Elementary - M037 - M045 - 04M037 - 2351 FIRST AVENUE"
"W/""303722682""","Classroom Closed",882450000,"a1208c16-0001-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048338","8/20/2021","2021-08-20T04:00:00Z","98-02 ROOSEVELT AVENUE","40,748,600.000000",40748600,"19f32ce2-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,866,557.000000",-73866557,"24","P.S. 19 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 019 Marino Jeantet - Q019 - Q019 - 24Q019 - 98-02 ROOSEVELT AVENUE"
"W/""303767114""","Classroom Closed",882450000,"9940028e-0201-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048345","8/20/2021","2021-08-20T04:00:00Z","46 MCKEEVER PLACE","40,665,199.000000",40665199,"a1e657bd-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,959,484.000000",-73959484,"17","P.S. 375 - BROOKLYN","Explore Exceed Charter School - K333 - K320 - 84K333 - 46 MCKEEVER PLACE"
"W/""303722722""","Classroom Closed",882450000,"deaf5f52-0a01-ec11-94ef-001dd8309a9e","8/27/2021","2021-08-27T04:00:00Z","048349","8/20/2021","2021-08-20T04:00:00Z","562 WEST 190 STREET","40,854,347.000000",40854347,"ffa0b0f4-48fb-ea11-b883-24ee9a37d459",,,"-73,928,947.000000",-73928947,"6","562 WEST 190 STREET","AWILDA RODRIGUEZ - APT2D - MBSF - MBSF -  - 562 WEST 190 STREET"
"W/""303795561""","Classroom Closed",882450000,"93764242-1201-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048350","8/21/2021","2021-08-21T04:00:00Z","625 WEST 133 STREET","40,819,793.000000",40819793,"758d8486-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,956,814.000000",-73956814,"5","TERENCE D. TOLBERT EDUCATION COMPLEX - MANHATTAN","KIPP Infinity Charter School - M336 - M195 - 84M336 - 625 WEST 133 STREET"
"W/""303796176""","Classroom Closed",882450000,"4b15812d-1301-ec11-94ef-001dd8309a9e","8/26/2021","2021-08-26T04:00:00Z","048352","8/20/2021","2021-08-20T04:00:00Z","625 WEST 133 STREET","40,819,793.000000",40819793,"758d8486-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,956,814.000000",-73956814,"5","TERENCE D. TOLBERT EDUCATION COMPLEX - MANHATTAN","KIPP Infinity Charter School - M336 - M195 - 84M336 - 625 WEST 133 STREET"
"W/""303781635""","No Intervention",882450002,"3aa4e76c-1401-ec11-94ef-001dd8309a9e","8/22/2021","2021-08-22T04:00:00Z","048353","8/20/2021","2021-08-20T04:00:00Z","111 EAST  33RD STREET","40,746,510.000000",40746510,"a0d810ab-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,981,070.000000",-73981070,"2","NORMAN THOMAS HS (ECF) - MANHATTAN","Success Academy Charter School - Harlem 1 - M351 - M620 - 84M351 - 111 EAST  33RD STREET"
"W/""303722730""","Classroom Closed",882450000,"8feafe72-1401-ec11-94ef-001dd8309a9e","8/27/2021","2021-08-27T04:00:00Z","048354","8/20/2021","2021-08-20T04:00:00Z","99 AVENUE P","40,608,135.000000",40608135,"c10d3c5b-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,984,985.000000",-73984985,"21","I.S. 96 - BROOKLYN","Success Academy Charter School - Bensonhurst - New York 3 - K772 - K096 - 84K772 - 99 AVENUE P"
"W/""303798802""","Classroom Closed",882450000,"e38f10ce-ac01-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048362","8/21/2021","2021-08-21T04:00:00Z","45-57 UNION STREET","40,751,972.000000",40751972,"b6fc24e8-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,818,100.000000",-73818100,"25","P.S. 24 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 024 Andrew Jackson - Q024 - Q024 - 25Q024 - 45-57 UNION STREET"
"W/""303864744""","Classroom Closed",882450000,"9970b14b-af01-ec11-94ef-001dd8309a9e","8/26/2021","2021-08-26T04:00:00Z","048365","8/21/2021","2021-08-21T04:00:00Z","528 EAST 146TH STREET","40,812,768.000000",40812768,"4545378b-4afb-ea11-b883-24ee9a37d459",,,"-73,915,505.000000",-73915505,"7","BETANCES EARLY CHILDHOOD DEVELOPMENT CENTER","Betances Early Childhood Center (NYCHA) - XAHW - XAND -  - 528 EAST 146TH STREET"
"W/""303917250""","Classroom Closed",882450000,"036e1ef8-b301-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048368","8/21/2021","2021-08-21T04:00:00Z","1485 PACIFIC STREET","40,677,266.000000",40677266,"3388e6db-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,942,390.000000",-73942390,"17","CROWN HEIGHTS CHARTER SCHOOLS - BROOKLYN","Excellence Girls Charter School - K712 - K434 - 84K712 - 1485 PACIFIC STREET"
"W/""303906837""","Classroom Closed",882450000,"3de9272c-b901-ec11-94ef-001dd8309a9e","8/27/2021","2021-08-27T04:00:00Z","048372","8/21/2021","2021-08-21T04:00:00Z","595 CLINTON STREET","40,674,815.000000",40674815,"5f7becf3-49fb-ea11-b883-24ee9a37d459",,,"-74,001,387.000000",-74001387,"15","PAL MICCIO EARLY LEARNING CENTER","Strong Place for Hope Day Care Center/ DBA Strong Place for Hope Day Care - KBKJ - KBND -  - 595 CLINTON STREET"
